genename	gene	chrom	start	end	strand	length
C14orf142	ENSG00000170270.4	14	93669239	93673439	-	4200
C14orf144	ENSG00000228032.1	14	104710541	104712473	+	1932
C14orf159	ENSG00000133943.16	14	91526677	91691976	+	165299
C14orf166	ENSG00000087302.4	14	52456193	52471420	+	15227
C14orf166B	ENSG00000100565.11	14	77292715	77336645	+	43930
C14orf178	ENSG00000197734.4	14	78227173	78236085	+	8912
C14orf180	ENSG00000184601.6	14	105046021	105056852	+	10831
C14orf182	ENSG00000214900.4	14	50448430	50474238	-	25808
C14orf183	ENSG00000168260.1	14	50550369	50559361	-	8992
C14orf2	ENSG00000156411.5	14	104378625	104394606	-	15981
C14orf23	ENSG00000186960.6	14	29241910	29282493	+	40583
C14orf28	ENSG00000179476.3	14	45366498	45376460	+	9962
C14orf37	ENSG00000139971.11	14	58466453	58764857	-	298404
C14orf39	ENSG00000179008.4	14	60863187	60982261	-	119074
C14orf64	ENSG00000246223.4	14	98391947	98444461	-	52514
C14orf79	ENSG00000140104.9	14	105452112	105476819	+	24707
C14orf80	ENSG00000185347.13	14	105956192	105965912	+	9720
C14orf93	ENSG00000100802.10	14	23456110	23479375	-	23265
C15orf26	ENSG00000156206.9	15	81299374	81441516	+	142142
C15orf27	ENSG00000169758.8	15	76352178	76521462	+	169284
C15orf37	ENSG00000259642.1	15	80215113	80217194	+	2081
C15orf38	ENSG00000242498.3	15	90443159	90456188	-	13029
C15orf39	ENSG00000167173.14	15	75487984	75504510	+	16526
C15orf40	ENSG00000169609.9	15	83657193	83680393	-	23200
C15orf41	ENSG00000186073.7	15	36871812	37102449	+	230637
C15orf48	ENSG00000166920.6	15	45722727	45740959	+	18232
C15orf52	ENSG00000188549.8	15	40623653	40633168	-	9515
C15orf54	ENSG00000175746.4	15	39542885	39547046	+	4161
C15orf56	ENSG00000176753.3	15	40542865	40545170	-	2305
C15orf57	ENSG00000128891.11	15	40820882	40857256	-	36374
C15orf59	ENSG00000205363.4	15	74032141	74045088	-	12947
C15orf60	ENSG00000183324.6	15	73735499	73852355	+	116856
C15orf61	ENSG00000189227.4	15	67813406	67819628	+	6222
C15orf62	ENSG00000188277.8	15	41062159	41064643	+	2484
C15orf65	ENSG00000261652.2	15	55700746	55710962	+	10216
C16orf11	ENSG00000161992.5	16	610422	615528	+	5106
C16orf13	ENSG00000130731.11	16	684429	686358	-	1929
C16orf3	ENSG00000221819.2	16	90095316	90096309	-	993
C16orf45	ENSG00000166780.6	16	15528152	15718885	+	190733
C16orf46	ENSG00000166455.9	16	81087102	81110872	-	23770
C16orf47	ENSG00000197445.2	16	73160536	73178346	-	17810
C16orf52	ENSG00000185716.7	16	22018959	22098855	+	79896
C16orf54	ENSG00000185905.3	16	29753784	29757327	-	3543
C16orf58	ENSG00000140688.12	16	31500792	31520630	-	19838
C16orf59	ENSG00000162062.10	16	2510081	2514964	+	4883
C16orf62	ENSG00000103544.10	16	19566562	19718115	+	151553
C16orf70	ENSG00000125149.7	16	67143861	67182442	+	38581
C16orf71	ENSG00000166246.9	16	4784273	4799397	+	15124
C16orf72	ENSG00000182831.7	16	9185505	9215497	+	29992
C16orf74	ENSG00000154102.6	16	85723690	85784735	-	61045
C16orf80	ENSG00000070761.3	16	58147496	58163354	-	15858
C16orf86	ENSG00000159761.10	16	67700719	67702661	+	1942
C16orf87	ENSG00000155330.5	16	46830519	46865323	-	34804
C16orf89	ENSG00000153446.11	16	5094123	5116111	-	21988
C16orf90	ENSG00000215131.6	16	3543484	3545480	-	1996
C16orf91	ENSG00000174109.3	16	1469745	1479345	-	9600
C16orf92	ENSG00000167194.3	16	30034655	30039057	+	4402
C16orf93	ENSG00000196118.7	16	30768744	30774031	-	5287
C16orf95	ENSG00000260456.2	16	87117168	87351022	-	233854
C16orf96	ENSG00000205832.7	16	4606491	4650715	+	44224
C16orf97	ENSG00000261190.1	16	52039399	52112386	-	72987
C17orf100	ENSG00000212734.4	17	6554971	6556791	+	1820
C17orf103	ENSG00000154035.6	17	21142183	21156722	-	14539
C17orf104	ENSG00000180336.13	17	42733762	42767676	+	33914
C17orf105	ENSG00000231256.3	17	41857803	41864980	+	7177
C17orf107	ENSG00000205710.3	17	4802713	4806227	+	3514
C17orf47	ENSG00000181013.3	17	56618948	56621729	-	2781
C17orf49	ENSG00000258315.1	17	6917814	6920844	+	3030
C17orf50	ENSG00000154768.4	17	34087916	34092098	+	4182
C17orf51	ENSG00000212719.6	17	21428051	21477722	-	49671
C17orf53	ENSG00000125319.10	17	42219274	42239844	+	20570
C17orf58	ENSG00000186665.8	17	65987217	65989765	-	2548
C17orf59	ENSG00000196544.6	17	8091652	8093564	-	1912
C17orf62	ENSG00000178927.12	17	80400465	80408705	-	8240
C17orf64	ENSG00000141371.8	17	58469790	58508782	+	38992
C17orf66	ENSG00000172653.7	17	34181955	34195895	-	13940
C17orf67	ENSG00000214226.4	17	54869274	54916134	-	46860
C17orf70	ENSG00000185504.12	17	79506911	79520987	-	14076
C17orf72	ENSG00000224383.3	17	62075711	62081664	+	5953
C17orf74	ENSG00000184560.3	17	7328934	7330887	+	1953
C17orf75	ENSG00000108666.5	17	30651584	30677042	-	25458
C17orf78	ENSG00000167230.6	17	35732928	35749662	+	16734
C17orf80	ENSG00000141219.11	17	71228372	71245091	+	16719
C17orf82	ENSG00000187013.2	17	59489112	59490641	+	1529
C17orf85	ENSG00000074356.12	17	3714460	3749545	-	35085
C17orf89	ENSG00000224877.3	17	79213039	79215081	+	2042
C17orf96	ENSG00000179294.5	17	36827961	36831187	-	3226
C17orf97	ENSG00000187624.7	17	260118	273510	+	13392
C17orf99	ENSG00000187997.7	17	76142434	76162258	+	19824
C18orf21	ENSG00000141428.12	18	33552046	33559241	+	7195
C18orf25	ENSG00000152242.6	18	43753519	43846949	+	93430
C18orf32	ENSG00000177576.6	18	47008028	47013622	-	5594
C18orf42	ENSG00000231824.3	18	5145284	5197502	-	52218
C18orf54	ENSG00000166845.9	18	51884287	51911588	+	27301
C18orf56	ENSG00000176912.3	18	641320	658340	-	17020
C18orf63	ENSG00000206043.6	18	71983048	72026422	+	43374
C18orf8	ENSG00000141452.5	18	21083473	21111746	+	28273
C19orf10	ENSG00000074842.3	19	4641386	4670382	-	28996
C19orf12	ENSG00000131943.13	19	30191721	30206364	-	14643
C19orf18	ENSG00000177025.3	19	58469805	58485902	-	16097
C19orf24	ENSG00000228300.9	19	1275026	1279248	+	4222
C19orf25	ENSG00000119559.11	19	1461142	1479555	-	18413
C19orf26	ENSG00000099625.8	19	1228286	1238026	-	9740
C19orf33	ENSG00000167644.7	19	38794801	38795649	+	848
C19orf35	ENSG00000188305.4	19	2274631	2282181	-	7550
C19orf38	ENSG00000214212.4	19	10947251	10980466	+	33215
C19orf40	ENSG00000131944.5	19	33463115	33469128	+	6013
C19orf43	ENSG00000123144.6	19	12841454	12845589	-	4135
C19orf44	ENSG00000105072.4	19	16607122	16632163	+	25041
C19orf45	ENSG00000198723.6	19	7557862	7573336	+	15474
C19orf47	ENSG00000160392.9	19	40825443	40854434	-	28991
C19orf48	ENSG00000167747.9	19	51300961	51308186	-	7225
C19orf52	ENSG00000142444.6	19	11039409	11044211	+	4802
C19orf53	ENSG00000104979.4	19	13884982	13889276	+	4294
C19orf54	ENSG00000188493.10	19	41246761	41257458	-	10697
C19orf55	ENSG00000167595.10	19	36249044	36261930	+	12886
C19orf57	ENSG00000132016.7	19	13993161	14017265	-	24104
C19orf59	ENSG00000183019.3	19	7741514	7744712	+	3198
C19orf60	ENSG00000006015.13	19	18699495	18703146	+	3651
C19orf66	ENSG00000130813.13	19	10196798	10203928	+	7130
C19orf67	ENSG00000188032.5	19	14192431	14196687	-	4256
C19orf68	ENSG00000185453.8	19	48673949	48700877	+	26928
C19orf69	ENSG00000204978.2	19	41949063	41950670	+	1607
C19orf70	ENSG00000174917.4	19	5678432	5680907	-	2475
C19orf71	ENSG00000183397.5	19	3539152	3544028	+	4876
C19orf73	ENSG00000221916.2	19	49621655	49622397	-	742
C19orf77	ENSG00000095932.5	19	3474405	3480540	-	6135
C19orf80	ENSG00000130173.9	19	11348178	11352619	+	4441
C19orf81	ENSG00000235034.2	19	51152702	51162567	+	9865
C19orf82	ENSG00000267106.1	19	9731967	9756572	+	24605
C1D	ENSG00000197223.7	2	68268262	68338080	-	69818
C1GALT1	ENSG00000106392.6	7	7196565	7288282	+	91717
C1orf100	ENSG00000173728.6	1	244515937	244552965	+	37028
C1orf101	ENSG00000179397.13	1	244617679	244804479	+	186800
C1orf105	ENSG00000180999.6	1	172389828	172437971	+	48143
C1orf106	ENSG00000163362.6	1	200860176	200884863	+	24687
C1orf109	ENSG00000116922.10	1	38147242	38157914	-	10672
C1orf110	ENSG00000185860.9	1	162794248	162838605	-	44357
C1orf111	ENSG00000171722.7	1	162342993	162346660	-	3667
C1orf112	ENSG00000000460.12	1	169631245	169823221	+	191976
C1orf115	ENSG00000162817.6	1	220863187	220872499	+	9312
C1orf116	ENSG00000182795.12	1	207191866	207206101	-	14235
C1orf122	ENSG00000197982.12	1	38272651	38275126	+	2475
C1orf123	ENSG00000162384.9	1	53679771	53686289	-	6518
C1orf127	ENSG00000175262.10	1	11006528	11042094	-	35566
C1orf131	ENSG00000143633.8	1	231359509	231376933	-	17424
C1orf134	ENSG00000204377.3	1	16555368	16556038	-	670
C1orf141	ENSG00000203963.7	1	67557848	67697536	-	139688
C1orf145	ENSG00000162913.9	1	228391207	228401365	-	10158
C1orf146	ENSG00000203910.4	1	92683497	92711370	+	27873
C1orf147	ENSG00000162888.4	1	206664449	206671061	-	6612
C1orf158	ENSG00000157330.5	1	12806163	12823847	+	17684
C1orf159	ENSG00000131591.13	1	1017198	1051741	-	34543
C1orf162	ENSG00000143110.7	1	112016414	112021134	+	4720
C1orf168	ENSG00000187889.8	1	57184477	57285369	-	100892
C1orf170	ENSG00000187642.5	1	910579	917497	-	6918
C1orf172	ENSG00000175707.7	1	27276053	27286897	-	10844
C1orf173	ENSG00000178965.9	1	75033795	75139422	-	105627
C1orf174	ENSG00000198912.6	1	3805689	3816857	-	11168
C1orf177	ENSG00000162398.7	1	55271736	55307925	+	36189
C1orf180	ENSG00000180869.3	1	85093913	85100703	-	6790
C1orf185	ENSG00000204006.4	1	51567906	51613752	+	45846
C1orf186	ENSG00000196533.6	1	206238872	206288647	-	49775
C1orf189	ENSG00000163263.6	1	154171848	154178809	-	6961
C1orf192	ENSG00000188931.3	1	161334521	161337664	-	3143
C1orf194	ENSG00000179902.8	1	109648573	109656479	-	7906
C1orf198	ENSG00000119280.12	1	230972865	231005335	-	32470
C1orf204	ENSG00000188004.5	1	159804264	159825137	-	20873
C1orf21	ENSG00000116667.8	1	184356192	184598154	+	241962
C1orf210	ENSG00000253313.1	1	43747554	43751288	-	3734
C1orf213	ENSG00000249087.3	1	23695490	23698332	+	2842
C1orf216	ENSG00000142686.7	1	36179476	36185073	-	5597
C1orf220	ENSG00000213057.4	1	178511887	178518024	+	6137
C1orf222	ENSG00000142609.13	1	1853396	1935276	-	81880
C1orf226	ENSG00000239887.3	1	162336698	162356600	+	19902
C1orf227	ENSG00000185523.6	1	213003483	213020991	-	17508
C1orf228	ENSG00000198520.6	1	45140364	45191263	+	50899
C1orf229	ENSG00000221953.2	1	247273462	247275719	-	2257
C1orf233	ENSG00000228594.1	1	1533392	1535476	-	2084
C1orf234	ENSG00000227868.2	1	23337327	23342343	-	5016
C1orf27	ENSG00000157181.10	1	186344890	186390510	+	45620
C1orf35	ENSG00000143793.8	1	228288427	228293112	-	4685
C1orf43	ENSG00000143612.14	1	154179182	154193104	-	13922
C1orf50	ENSG00000164008.9	1	43232940	43263968	+	31028
C1orf51	ENSG00000159208.11	1	150254953	150259505	+	4552
C1orf52	ENSG00000162642.9	1	85715639	85725355	-	9716
C1orf53	ENSG00000203724.6	1	197871777	197876497	+	4720
C1orf54	ENSG00000118292.4	1	150240600	150253327	+	12727
C1orf56	ENSG00000143443.9	1	151020216	151024462	+	4246
C1orf61	ENSG00000125462.12	1	156374042	156400493	-	26451
C1orf63	ENSG00000117616.13	1	25568728	25664704	-	95976
C1orf64	ENSG00000183888.4	1	16330731	16335302	+	4571
C1orf65	ENSG00000178395.5	1	223566715	223568812	+	2097
C1orf68	ENSG00000198854.4	1	152691998	152692905	+	907
C1orf74	ENSG00000162757.3	1	209955661	209957904	-	2243
C1orf85	ENSG00000198715.7	1	156259880	156265463	-	5583
C1orf86	ENSG00000162585.12	1	2115903	2144159	-	28256
C1orf87	ENSG00000162598.9	1	60452941	60539442	-	86501
C1orf94	ENSG00000142698.10	1	34632484	34684732	+	52248
C1orf95	ENSG00000203685.5	1	226736501	226796915	+	60414
C1QA	ENSG00000173372.12	1	22962999	22966101	+	3102
C1QB	ENSG00000173369.11	1	22979255	22988031	+	8776
C1QBP	ENSG00000108561.4	17	5336097	5352150	-	16053
C1QC	ENSG00000159189.7	1	22970123	22974603	+	4480
C1QL1	ENSG00000131094.3	17	43037061	43045439	-	8378
C1QL2	ENSG00000144119.3	2	119913819	119916465	-	2646
C1QL3	ENSG00000165985.8	10	16555742	16564004	-	8262
C1QL4	ENSG00000186897.3	12	49726200	49730971	-	4771
C1QTNF1	ENSG00000173918.10	17	77018896	77045870	+	26974
C1QTNF1-AS1	ENSG00000265096.1	17	77015291	77023737	-	8446
C1QTNF2	ENSG00000145861.7	5	159774758	159797648	-	22890
C1QTNF3	ENSG00000082196.16	5	34019553	34043937	-	24384
C1QTNF4	ENSG00000172247.3	11	47611216	47616211	-	4995
C1QTNF5	ENSG00000223953.3	11	119209652	119217383	-	7731
C1QTNF6	ENSG00000133466.9	22	37576207	37595425	-	19218
C1QTNF7	ENSG00000163145.8	4	15341442	15447790	+	106348
C1QTNF8	ENSG00000184471.6	16	1140005	1146244	-	6239
C1QTNF9	ENSG00000240654.2	13	24881304	24896673	+	15369
C1QTNF9B	ENSG00000205863.5	13	24465238	24476794	-	11556
C1R	ENSG00000159403.11	12	7187513	7245203	-	57690
C1RL	ENSG00000139178.6	12	7242183	7261869	-	19686
C1S	ENSG00000182326.10	12	7096351	7178336	+	81985
C2	ENSG00000166278.10	6	31865562	31913449	+	47887
C20orf112	ENSG00000197183.8	20	31030862	31172876	-	142014
C20orf141	ENSG00000258713.2	20	2795633	2796479	+	846
C20orf166	ENSG00000174407.7	20	61147660	61167971	+	20311
C20orf187	ENSG00000125899.6	20	11008408	11010014	+	1606
C20orf194	ENSG00000088854.11	20	3229951	3388272	-	158321
C20orf195	ENSG00000125531.5	20	62184373	62188061	+	3688
C20orf196	ENSG00000171984.10	20	5731039	5844558	+	113519
C20orf197	ENSG00000176659.5	20	58630980	58648008	+	17028
C20orf201	ENSG00000171695.6	20	62714733	62715712	-	979
C20orf202	ENSG00000215595.1	20	1184098	1188918	+	4820
C20orf24	ENSG00000101084.12	20	35234137	35240960	+	6823
C20orf26	ENSG00000089101.13	20	20033158	20341346	+	308188
C20orf27	ENSG00000101220.13	20	3734155	3749034	-	14879
C20orf62	ENSG00000168746.6	20	43080624	43093984	-	13360
C20orf85	ENSG00000124237.5	20	56725960	56736206	+	10246
C20orf96	ENSG00000196476.7	20	251504	271390	-	19886
C21orf119	ENSG00000256073.2	21	33765439	33766254	+	815
C21orf128	ENSG00000184385.2	21	43522244	43528644	-	6400
C21orf2	ENSG00000160226.11	21	45748827	45759285	-	10458
C21orf33	ENSG00000160221.12	21	45553487	45565605	+	12118
C21orf37	ENSG00000232560.2	21	18811208	18821503	+	10295
C21orf49	ENSG00000205930.4	21	34144411	34266043	+	121632
C21orf54	ENSG00000229086.3	21	34537776	34542541	-	4765
C21orf58	ENSG00000160298.13	21	47720095	47743789	-	23694
C21orf59	ENSG00000159079.14	21	33964389	33985176	-	20787
C21orf62	ENSG00000205929.5	21	34162985	34186053	-	23068
C21orf67	ENSG00000183250.7	21	46352729	46359828	-	7099
C21orf88	ENSG00000184809.8	21	40969074	40984748	-	15674
C21orf90	ENSG00000182912.6	21	45937099	45945835	+	8736
C21orf91	ENSG00000154642.6	21	19161284	19191703	-	30419
C22orf15	ENSG00000169314.10	22	24105208	24108048	+	2840
C22orf23	ENSG00000128346.6	22	38339528	38349676	-	10148
C22orf24	ENSG00000128254.9	22	32329507	32341504	-	11997
C22orf26	ENSG00000182257.5	22	46445358	46450024	-	4666
C22orf29	ENSG00000215012.4	22	19833661	19842419	-	8758
C22orf31	ENSG00000100249.4	22	29454660	29457832	-	3172
C22orf34	ENSG00000188511.8	22	49808176	50051190	-	243014
C22orf39	ENSG00000242259.4	22	19338891	19435755	-	96864
C22orf42	ENSG00000205856.3	22	32544993	32555309	-	10316
C22orf43	ENSG00000189269.8	22	23950639	23974508	-	23869
C22orf46	ENSG00000184208.10	22	42084943	42094140	+	9197
C2CD2	ENSG00000157617.12	21	43305221	43373999	-	68778
C2CD2L	ENSG00000172375.8	11	118972908	118989252	+	16344
C2CD3	ENSG00000168014.12	11	73723763	73882255	-	158492
C2CD4A	ENSG00000198535.5	15	62359176	62363116	+	3940
C2CD4B	ENSG00000205502.3	15	62455734	62457482	-	1748
C2CD4C	ENSG00000183186.6	19	405438	409139	-	3701
C2CD4D	ENSG00000225556.1	1	151810295	151813033	-	2738
C2CD5	ENSG00000111731.8	12	22601517	22697480	-	95963
C2orf15	ENSG00000241962.5	2	99757948	99939204	+	181256
C2ORF15	ENSG00000273045.1	2	99757948	99767950	+	10002
C2orf16	ENSG00000221843.2	2	27799389	27805588	+	6199
C2orf27A	ENSG00000197927.8	2	132479948	132524973	+	45025
C2orf27B	ENSG00000186825.3	2	132552534	132559234	-	6700
C2orf40	ENSG00000119147.5	2	106679702	106694615	+	14913
C2orf42	ENSG00000115998.3	2	70377012	70475747	-	98735
C2orf43	ENSG00000118961.10	2	20883788	21022882	-	139094
C2orf44	ENSG00000163026.7	2	24252210	24272445	-	20235
C2orf47	ENSG00000162972.6	2	200820040	200873263	+	53223
C2orf48	ENSG00000163009.4	2	10281509	10351851	+	70342
C2orf49	ENSG00000135974.5	2	105953816	105965668	+	11852
C2orf50	ENSG00000150873.7	2	11273179	11286916	+	13737
C2orf53	ENSG00000186143.6	2	27359723	27362278	-	2555
C2orf54	ENSG00000172478.13	2	241825465	241836306	-	10841
C2orf57	ENSG00000177673.2	2	232457575	232458994	+	1419
C2orf61	ENSG00000239605.4	2	47272677	47382517	-	109840
C2orf62	ENSG00000158428.3	2	219221579	219232822	+	11243
C2orf66	ENSG00000187944.2	2	197669726	197675000	-	5274
C2orf68	ENSG00000168887.6	2	85833777	85839189	-	5412
C2orf69	ENSG00000178074.5	2	200775979	200820658	+	44679
C2orf70	ENSG00000173557.10	2	26785450	26802400	+	16950
C2orf71	ENSG00000179270.6	2	29283842	29297127	-	13285
C2orf72	ENSG00000204128.5	2	231902205	231914434	+	12229
C2orf73	ENSG00000177994.11	2	54557171	54610879	+	53708
C2orf76	ENSG00000186132.10	2	120059801	120124404	-	64603
C2orf80	ENSG00000188674.6	2	209030067	209054797	-	24730
C2orf81	ENSG00000159239.7	2	74641304	74648718	-	7414
C2orf82	ENSG00000182600.5	2	233721980	233743418	+	21438
C2orf88	ENSG00000187699.6	2	190744335	191068210	+	323875
C2orf91	ENSG00000205086.5	2	42162508	42181406	-	18898
C3	ENSG00000125730.12	19	6677715	6730573	-	52858
C3AR1	ENSG00000171860.4	12	8210898	8219067	-	8169
C3orf14	ENSG00000114405.6	3	62304648	62321888	+	17240
C3orf17	ENSG00000163608.10	3	112721287	112738708	-	17421
C3orf18	ENSG00000088543.10	3	50595462	50608458	-	12996
C3orf20	ENSG00000131379.5	3	14716606	14814541	+	97935
C3orf22	ENSG00000180697.4	3	126245842	126277808	-	31966
C3orf27	ENSG00000198685.2	3	128290843	128294929	-	4086
C3orf30	ENSG00000163424.4	3	118864997	118878889	+	13892
C3orf33	ENSG00000174928.11	3	155480401	155524140	-	43739
C3orf35	ENSG00000198590.7	3	37427760	37476988	+	49228
C3orf36	ENSG00000221972.2	3	133646992	133648656	-	1664
C3orf38	ENSG00000179021.5	3	88198893	88217879	+	18986
C3orf49	ENSG00000163632.8	3	63805038	63834312	+	29274
C3orf52	ENSG00000114529.8	3	111805182	111849851	+	44669
C3orf55	ENSG00000174899.6	3	157261035	157395538	+	134503
C3orf56	ENSG00000214324.1	3	126911974	126917025	+	5051
C3orf58	ENSG00000181744.4	3	143690640	143767561	+	76921
C3orf62	ENSG00000188315.3	3	49306035	49315342	-	9307
C3orf67	ENSG00000163689.14	3	58703092	59035810	-	332718
C3orf70	ENSG00000187068.2	3	184795838	184870802	-	74964
C3orf72	ENSG00000206262.4	3	138666076	138672293	+	6217
C3orf80	ENSG00000180044.3	3	159943423	159945999	+	2576
C3orf83	ENSG00000225526.4	3	12556433	12602558	-	46125
C4A	ENSG00000244731.3	6	31949801	31970458	+	20657
C4B	ENSG00000224389.4	6	31982539	32003195	+	20656
C4BPA	ENSG00000123838.6	1	207277607	207318317	+	40710
C4BPB	ENSG00000123843.8	1	207262187	207273338	+	11151
C4orf17	ENSG00000138813.5	4	100432161	100463460	+	31299
C4orf19	ENSG00000154274.10	4	37455563	37625117	+	169554
C4orf21	ENSG00000138658.11	4	113460492	113558151	-	97659
C4orf22	ENSG00000197826.7	4	81256874	81884910	+	628036
C4orf26	ENSG00000174792.6	4	76481258	76491095	+	9837
C4orf27	ENSG00000056050.6	4	170650616	170679104	-	28488
C4orf29	ENSG00000164074.10	4	128886461	128960866	+	74405
C4orf3	ENSG00000164096.10	4	120218207	120225600	-	7393
C4orf32	ENSG00000174749.5	4	113066553	113116412	+	49859
C4orf33	ENSG00000151470.8	4	130014472	130037795	+	23323
C4orf36	ENSG00000163633.6	4	87797358	87857354	-	59996
C4orf45	ENSG00000164123.6	4	159814286	159959912	-	145626
C4orf46	ENSG00000205208.4	4	159587831	159593407	-	5576
C4orf47	ENSG00000205129.4	4	186347394	186370980	+	23586
C4orf48	ENSG00000243449.2	4	2043689	2045697	+	2008
C4orf50	ENSG00000181215.8	4	5958845	5991545	-	32700
C4orf6	ENSG00000082929.4	4	5526296	5529528	+	3232
C5	ENSG00000106804.6	9	123714616	123812554	-	97938
C5AR1	ENSG00000197405.3	19	47793280	47825323	+	32043
C5AR2	ENSG00000134830.3	19	47835404	47846606	+	11202
C5orf15	ENSG00000113583.6	5	133291201	133304478	-	13277
C5orf17	ENSG00000248874.1	5	23951457	24178372	+	226915
C5orf22	ENSG00000082213.13	5	31532373	31555165	+	22792
C5orf24	ENSG00000181904.8	5	134181370	134195427	+	14057
C5orf27	ENSG00000236882.3	5	95187936	95195837	+	7901
C5orf28	ENSG00000151881.10	5	43444354	43483995	-	39641
C5orf30	ENSG00000181751.5	5	102594403	102614361	+	19958
C5orf34	ENSG00000172244.4	5	43486803	43515247	-	28444
C5orf38	ENSG00000186493.7	5	2752245	2755508	+	3263
C5orf42	ENSG00000197603.9	5	37106330	37249530	-	143200
C5orf45	ENSG00000161010.10	5	179261436	179289173	-	27737
C5orf46	ENSG00000178776.4	5	147260289	147286101	-	25812
C5orf47	ENSG00000185056.9	5	173400782	173433143	+	32361
C5orf49	ENSG00000215217.2	5	7830491	7851603	-	21112
C5orf50	ENSG00000185662.4	5	171212876	171221602	+	8726
C5orf51	ENSG00000205765.4	5	41904290	41921738	+	17448
C5orf52	ENSG00000187658.6	5	157098561	157107151	+	8590
C5orf54	ENSG00000221886.3	5	159820155	159827104	-	6949
C5orf55	ENSG00000221990.2	5	441645	443258	-	1613
C5orf56	ENSG00000197536.6	5	131746328	131811736	+	65408
C5orf58	ENSG00000234511.4	5	169659451	169679579	+	20128
